Name,Latitude,Longitude,,
PCF SPARKLETOTS PRESCHOOL @ TECK GHEE Blk 301 (KN),1.367421117,103.8459036,,
PCF SPARKLETOTS PRESCHOOL @ TECK GHEE Blk 466 (KN),1.365819605,103.8570616,,
PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH Blk 2 (KN),1.303107453,103.7829008,,
PCF SPARKLETOTS PRESCHOOL @ TELOK BLANGAH Blk 78A (KN),1.27338253,103.8089348,,
PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH CENTRAL Blk 157 (KN),1.332206257,103.8454529,,
PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH CENTRAL Blk 97 (KN),1.338625532,103.8477693,,
PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH EAST-NOVENA Blk 6 (KN),1.338582797,103.8571924,,
PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH WEST-BALESTIER Blk 205 (KN),1.342209483,103.8477276,,
PCF SPARKLETOTS PRESCHOOL @ TOA PAYOH WEST-BALESTIER Blk 45 (DS),1.335865367,103.8537512,,
PCF SPARKLETOTS PRESCHOOL @ ULU PANDAN Blk 24 (KN),1.308968827,103.7855176,,
PCF SPARKLETOTS PRESCHOOL @ WEST COAST Blk 702 (KN),1.307266934,103.7611078,,
PCF SPARKLETOTS PRESCHOOL @ WEST COAST Blk 728 (KN),1.305612732,103.7636027,,
PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 106 (KN),1.321020012,103.8609978,,
PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 112 (KN),1.326001541,103.8567322,,
PCF SPARKLETOTS PRESCHOOL @ WHAMPOA Blk 85 (KN),1.322789203,103.8564445,,
PCF SPARKLETOTS PRESCHOOL @ WOODGROVE Blk 364 (KN),1.434078824,103.7867434,,
PCF SPARKLETOTS PRESCHOOL @ WOODGROVE Blk 899B (KN),1.436133346,103.7952643,,
PCF SPARKLETOTS PRESCHOOL @ WOODLANDS Blk 652 (KN),1.437898808,103.7997786,,
PCF SPARKLETOTS PRESCHOOL @ WOODLANDS Blk 730 (KN),1.442509446,103.7977039,,
PCF SPARKLETOTS PRESCHOOL @ WOODLANDS Blk 875 (KN),1.44253261,103.7896117,,
PCF SPARKLETOTS PRESCHOOL @ YEW TEE Blk 608 (KN),1.398467586,103.7446458,,
PCF SPARKLETOTS PRESCHOOL @ YEW TEE Blk 682 (KN),1.402510538,103.7452912,,
PCF SPARKLETOTS PRESCHOOL @ YEW TEE Blk 690D (KN),1.401962037,103.7519872,,
PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG Blk 121 (KN),1.369708236,103.8435149,,
PCF SPARKLETOTS PRESCHOOL @ LIMBANG Blk 786 (KN),1.395083398,103.7483491,,
PCF SPARKLETOTS PRESCHOOL @ MACPHERSON Blk 108 (KN),1.319012761,103.8851688,,
PCF SPARKLETOTS PRESCHOOL @ MACPHERSON Blk 31 (KN),1.32968233,103.885408,,
PCF SPARKLETOTS PRESCHOOL @ MACPHERSON Blk 54 (KN),1.323856456,103.8875854,,
PCF SPARKLETOTS PRESCHOOL @ MARINE PARADE Blk 46 (KN),1.305104748,103.9126596,,
PCF SPARKLETOTS PRESCHOOL @ MARSILING Blk 15 (KN),1.441914915,103.7781571,,
PCF SPARKLETOTS PRESCHOOL @ MARSILING Blk 302 (KN),1.431511146,103.7744284,,
PCF SPARKLETOTS PRESCHOOL @ MARSILING Blk 32 (KN),1.443376098,103.7729181,,
PCF SPARKLETOTS PRESCHOOL @ MOULMEIN-CAIRNHILL Blk 10 (DS),1.313916596,103.8522098,,
PCF SPARKLETOTS PRESCHOOL @ MOUNTBATTEN Blk 51 (KN),1.308109831,103.8857317,,
PCF SPARKLETOTS PRESCHOOL @ NANYANG Blk 813 (KN),1.346000011,103.6957782,,
PCF SPARKLETOTS PRESCHOOL @ NANYANG Blk 934 (KN),1.342237947,103.6887377,,
PCF SPARKLETOTS PRESCHOOL @ NEE SOON CENTRAL Blk 609 (KN),1.420989431,103.8360822,,
PCF SPARKLETOTS PRESCHOOL @ NEE SOON CENTRAL Blk 646 (KN),1.422112028,103.8374914,,
PCF SPARKLETOTS PRESCHOOL @ NEE SOON CENTRAL Blk 737 (KN),1.428975085,103.8324446,,
PCF SPARKLETOTS PRESCHOOL @ NEE SOON CENTRAL Blk 738 (KN),1.429369282,103.8324714,,
PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST Blk 223 (KN),1.434367273,103.8356027,,
PCF SPARKLETOTS PRESCHOOL @ NEE SOON EAST Blk 367 (KN),1.429591948,103.8451215,,
PCF SPARKLETOTS PRESCHOOL @ NEE SOON SOUTH Blk 875  (KN),1.414763204,103.836287,,
PCF SPARKLETOTS PRESCHOOL @ PASIR RIS EAST Blk 216 (KN),1.369022763,103.9609132,,
PCF SPARKLETOTS PRESCHOOL @ PASIR RIS EAST Blk 426 (KN),1.369958388,103.9557879,,
PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST Blk 517 (KN),1.374681004,103.9438503,,
PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST Blk 738 (KN),1.379154893,103.9365192,,
PCF SPARKLETOTS PRESCHOOL @ PAYA LEBAR Blk 125 (KN),1.352409826,103.8864916,,
PCF SPARKLETOTS PRESCHOOL @ PAYA LEBAR Blk 23 (KN),1.364866644,103.890728,,
PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 642 (KN),1.340369891,103.6958398,,
PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 654B (KN),1.336161138,103.6979399,,
PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 662B (KN),1.337019486,103.7033882,,
PCF SPARKLETOTS PRESCHOOL @ PIONEER Blk 665A (KN),1.340093187,103.7031243,,
PCF SPARKLETOTS PRESCHOOL @ POTONG PASIR Blk 143 (KN),1.332907611,103.8661688,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL COAST Blk 303A (KN),1.403777876,103.9057622,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL COAST BLK 676B (DS),1.404891405,103.9102098,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST Blk 103 (KN),1.382911457,103.9012086,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST Blk 124A (KN),1.388133068,103.9021761,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST Blk 143 (KN),1.390065928,103.9057234,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL EAST Blk 187B (KN),1.394297906,103.9058476,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL NORTH Blk 105D (KN),1.397175296,103.9052296,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL NORTH Blk 171C (KN),1.394814752,103.913161,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL NORTH Blk 174D (KN),1.397493999,103.9099874,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL NORTH Blk 663A (DS),1.400243476,103.91708,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL WEST Blk 271A (KN),1.403745386,103.9003189,,
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL WEST Blk 308B (DS),1.407766762,103.8995809,,
PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN Blk 3 (KN),1.28713356,103.8070005,,
PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN Blk 53A (KN),1.293335611,103.8076139,,
PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 108 (KN),1.273374137,103.8253281,,
PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 21 (KN),1.276631523,103.8208971,,
PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 70A (KN),1.287006594,103.8169125,,
PCF SPARKLETOTS PRESCHOOL @ RADIN MAS Blk 87 (KN),1.2860309,103.8190237,,
PCF SPARKLETOTS PRESCHOOL @ SEMBAWANG Blk 507D (KN),1.451252795,103.8229617,,
PCF SPARKLETOTS PRESCHOOL @ SEMBAWANG Blk 786B (KN),1.445687973,103.800694,,
PCF SPARKLETOTS PRESCHOOL @ SEMBAWANG Blk 789 (KN),1.443334834,103.8023784,,
PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL Blk 206A (KN),1.386480679,103.8967399,,
Jessin Kindergarten,1.336285351,103.8484287,,
JHS Montessori Kindergarten,1.293072259,103.8270759,,
Josiah Montessori Kindergarten,1.354369806,103.9599065,,
Joyhouse Montessori Preschool,1.357291223,103.8458457,,
Kidszone Kindergarten,1.430618285,103.828763,,
Ripples Montessori Kindergarten,1.333542825,103.9481545,,
Saraswathy Darma Muneeswaran Kindergarten,1.416421772,103.8335598,,
Saraswathy Kindergarten,1.331733157,103.8583293,,
Seeds D' Learning House,1.306465877,103.9053183,,
Sri Sathya Sai Kindergarten,1.383101572,103.9367326,,
St. James' Church Kindergarten (Gilstead),1.316692936,103.8383237,,
St. Vincent De Paul Kindergarten,1.373537614,103.8750907,,
Starland Kindergarten,1.324701114,103.923852,,
Summer Montessori,1.326965539,103.7246466,,
The Little House (Montessori) Kindergarten,1.330792959,103.7674774,,
The Montessori Playroom Kindergarten,1.371078396,103.8941001,,
Tots Club Preschool,1.345782895,103.6976587,,
Totsville Montessori Kindergarten,1.381785963,103.9364118,,
Totsville Montessori Kindergarten (Bishan),1.357945794,103.8454936,,
Totsville Montessori Preschool,1.364450496,103.849464,,
Two By Two Schoolhouse,1.311820515,103.9105572,,
Wee Care Kindergarten,1.305611671,103.8229629,,
White Lodge Kindergarten (East Coast),1.310012077,103.8824094,,
White Lodge Upper Bukit Timah Pte Ltd,1.359932917,103.7684829,,
Zulfa Kindergarten,1.343034961,103.6975009,,
Zulfa Kindergarten @ Choa Chu Kang,1.381708829,103.7366626,,
Zulfa Kindergarten @ Pasir Ris,1.379793364,103.9409188,,
Zulfa Kindergarten @ Sembawang Mart PTE LTD,1.453845188,103.8195433,,
Darul Ghufran Mosque Kindergarten,1.354878961,103.940135,,
Faith Kindergarten,1.302614255,103.7972945,,
P & J Kindergarten,1.357318053,103.8262493,,
Paper Scissors Stone Montessori Kindergarten,1.34361881,103.961427,,
Pasir Panjang Hill Church Kindergarten,1.280352479,103.7857364,,
Paya Lebar Methodist Church Covenant Kindergarten,1.352663649,103.8756356,,
Al - Khair Mosque Kindergarten,1.382612851,103.7499371,,
Chen Li Kindergarten,1.309566612,103.8803811,,
Lumiere Montessori House,1.347153359,103.8698239,,
PCF SPARKLETOTS PRESCHOOL @ JOO CHIAT Blk 15 (KN),1.312544397,103.9074714,,
Pearlbank Montessori Kindergarten,1.287507464,103.7797917,,
Pentecost Methodist Church Kindergarten,1.371256628,103.9571498,,
Pibos Garden Preschool,1.323660063,103.8145948,,
Preschool Learning Academy @Temasek Polytechnic,1.347939483,103.92884,,
Pu Hui Kindergarten,1.315913545,103.9004523,,
Putra - Putri Kindergarten,1.428852525,103.7723692,,
Queenstown Good Shepherd Kindergarten,1.29508501,103.8073174,,
Queenstown Lutheran Church Kindergarten,1.30627899,103.7992002,,
Raffles Montessori Kindergarten (Still Road),1.309847162,103.907761,,
Ramakrishna Mission Sarada Kindergarten,1.343724062,103.8794988,,
Riverlife Kindergarten,1.378368248,103.9577854,,
St. Francis Xavier Kindergarten,1.35864949,103.86353,,
St. Hilda's Church Kindergarten,1.307808878,103.9007856,,
St. James' Church Kindergarten,1.312860976,103.7961233,,
St. James' Church Kindergarten (Harding),1.304395188,103.8122527,,
St. Joseph's Church Kindergarten,1.367801726,103.7680957,,
St. Paul's Church Kindergarten,1.35857807,103.8818543,,
Sunshine Kindergarten (Watten),1.32402554,103.7967866,,
Swallows And Amazons Kindergarten,1.338796725,103.7932561,,
The Ascension Kindergarten,1.33028063,103.8664018,,
The Capstone Kindergarten,1.269369792,103.8146341,,
Thomson Road Baptist Kindergarten,1.314867293,103.844295,,
Toa Payoh Methodist Church Kindergarten,1.334096212,103.8464499,,
TPBC Kindergarten,1.35058736,103.8804512,,
True Way Presbyterian Kindergarten,1.293727387,103.8056849,,
Tung Ling Kindergarten,1.304519869,103.90637,,
White Lodge Bukit Timah Pte Ltd,1.332389923,103.8016724,,
White Lodge Kindergarten (Phoenix Park),1.298555657,103.8146732,,
White Lodge Kindergarten (Upper East Coast),1.364957016,103.9716573,,
Holy Family Kindergarten,1.306807681,103.9069247,,
Holy Grace Kindergarten,1.314112688,103.9394914,,
JENIUS Kindergarten,1.365053335,103.8827228,,
Kampong Kapor Methodist Church Kindergarten,1.307175668,103.8539398,,
Kampung Siglap Mosque Kindergarten,1.309855328,103.9275551,,
Kay Poh Road Baptist Kindergarten,1.296611045,103.8290948,,
Khalsa Kindergarten,1.314290915,103.858317,,
Ang Mo Kio Methodist Church Kindergarten,1.367110631,103.8353346,,
Bedok Methodist Church Kindergarten,1.323755942,103.9539452,,
Bethesda (Ang Mo Kio) Kindergarten,1.374683144,103.837307,,
Bethesda (Bedok-Tampines) Kindergarten,1.331219166,103.9347438,,
Bethesda (Bukit Arang) Kindergarten,1.349468902,103.8674475,,
Bethesda (Depot Walk) Kindergarten,1.281887131,103.814161,,
Bethesda (Katong) Kindergarten,1.316801318,103.9184094,,
Bethesda (Pasir Ris) Kindergarten,1.367946978,103.9644442,,
Blue House International School,1.335897289,103.7959415,,
Canaan Church (SCCC) Kindergarten,1.323994435,103.8635468,,
Chatsworth Kindergarten,1.4025222,103.8714144,,
Cherrybrook Kindergarten,1.318110087,103.8067873,,
Damien Centre Kindergarten,1.295803653,103.7988024,,
Kinderland Kindergarten (Serangoon),1.350923544,103.8739683,,
Kinderland Kindergarten (Yio Chu Kang),1.390496736,103.8540107,,
PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG Blk 235 (KN),1.366823607,103.8364912,,
PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG Blk 644 (KN),1.379149856,103.8409382,,
PCF SPARKLETOTS PRESCHOOL @ YUHUA Blk 223A (KN),1.34137215,103.7367542,,
PCF SPARKLETOTS PRESCHOOL @ YUHUA Blk 251 (KN),1.343165854,103.7396765,,
PCF SPARKLETOTS PRESCHOOL @ YUHUA Blk 317 (KN),1.346549687,103.7309651,,
PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA Blk 455A (KN),1.387567347,103.7712122,,
PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA Blk 528 (KN),1.385049071,103.7655435,,
PCF SPARKLETOTS PRESCHOOL @ ZHENGHUA Blk 620 (KN),1.385855576,103.7617375,,
Pink Tower Montessori,1.306465877,103.9053183,,
Prodigy Preschool,1.358252238,103.9583674,,
Quayside Isle Preparatory School,1.247758619,103.8419211,,
Raffles Montessori Kindergarten (Aljunied),1.315226543,103.8814471,,
Rainbow Cove Montessori,1.291303799,103.807351,,
LittleSparks Montessori Kindergarten @ Kembangan,1.325210891,103.9131946,,
Mahad Al-Nasry @ Sengkang kindergarten,1.39170994,103.9011211,,
Montessori Children's House Kindergarten,1.332170191,103.7907148,,
NAFA Arts Kindergarten,1.30976055,103.9139353,,
NAFA Arts Kindergarten (Derbyshire),1.315302043,103.8456059,,
Nanyang Kindergarten,1.318057486,103.8055673,,
Nativity Church Kindergarten,1.374158596,103.8976849,,
New Life Kindergarten,1.445030884,103.7773768,,
Jurong Calvary Kindergarten,1.34096532,103.7208218,,
Jurong Christian Church Kindergarten,1.34096532,103.7208218,,
Kim Keat Christian Church Kindergarten,1.324418783,103.8658995,,
Magdalene's Kindergarten,1.32685352,103.8810021,,
Marymount Kindergarten,1.340638476,103.8569833,,
Newton Kindergarten,1.314100155,103.8408388,,
Darussalam Mosque Kindergarten,1.312485041,103.7710732,,
Choa Chu Kang Bible Centre Kindergarten,1.394471449,103.7440544,,
Al - Ansar Mosque Kindergarten,1.326989628,103.9263539,,
Al - Istighfar Mosque Kindergarten,1.370997804,103.9641104,,
An - Nur Mosque Kindergarten,1.44072763,103.7718775,,
Dynamic World Montessori Preschool,1.308162031,103.9093278,,
Etonhouse International Research Preschool,1.302779363,103.8889264,,
Foochow Methodist Church Kindergarten,1.308944581,103.851699,,
Galilee Kindergarten,1.321769859,103.7462283,,
Good Shepherd Convent Kindergarten,1.311217311,103.9325537,,
Bethany Kindergarten,1.34425558,103.8818616,,
Bethesda Chapel Kindergarten,1.320648736,103.910032,,
Sengkang Methodist Children Centre,1.392220217,103.8864265,,
Seventh-day Adventist Kindergarten,1.335574042,103.7381185,,
Shalom Kindergarten,1.378438367,103.9581745,,
Singapore Hokkien Huay Kuan Pre-School,1.315636703,103.9384138,,
Soka Kindergarten,1.344632908,103.9433494,,
St. Anne's Church Kindergarten,1.39188939,103.9016755,,
St. Francis Of Assisi Kindergarten (Boon Lay),1.34790196,103.7109845,,
St. Francis Of Assisi Kindergarten (Jurong West),1.351353678,103.7163918,,
White Lodge West Coast Pte Ltd,1.280130302,103.7862596,,
Yio Chu Kang Chapel Kindergarten,1.367998187,103.8763596,,
Zion Bishan Kindergarten,1.347090664,103.8548784,,
Zion Kindergarten,1.367339958,103.8621591,,
Hope Community Kindergarten (Sembawang),1.454755071,103.814546,,
Kits4Kids Kindergarten,1.312625536,103.9132335,,
Methodist Church Of The Incarnation (MCI) Kindergarten,1.379595849,103.7536122,,
MFC Kindergarten (Broadrick Road),1.299792112,103.8906723,,
MFC Kindergarten (Newton),1.318028078,103.8412934,,
Al - Mukminin Mosque Kindergarten,1.339216437,103.7414219,,
Al - Muttaqin Mosque Kindergarten,1.370521797,103.8459048,,
Ar - Raudhah Mosque Kindergarten,1.351660286,103.7560019,,
Arise Kindergarten,1.344621418,103.7757071,,
Assyakirin Mosque Kindergarten,1.335448391,103.7195662,,
CGM Kindergarten,1.377311352,103.7467052,,
Changi Baptist Church Kindergarten,1.366138177,103.9751875,,
Church Of Holy Trinity Kindergarten,1.348841451,103.9493353,,
Darul Makmur Mosque Kindergarten,1.43686614,103.8343403,,
Edelweiss Kindergarten Sembawang Presbyterian Church,1.441244344,103.82562,,
En-Naeem Mosque Kindergarten,1.360929303,103.8925511,,
Evangel Kindergarten,1.439496577,103.7917614,,
Hasanah Mosque Kindergarten,1.321663696,103.7381708,,
Brain Buttons Kindergarten,1.389107761,103.8639076,,
Buttercups Montessori Kindergarten,1.324085112,103.7967757,,
Calvary Baptist Kindergarten,1.332353551,103.8741513,,
Calvary Pandan Kindergarten,1.321212638,103.7459837,,
Canossian Convent Kindergarten,1.345560661,103.7643022,,
Centre of New Life Kindergarten,1.349381625,103.6988838,,
Children's Vineyard Kindergarten,1.312314205,103.9047636,,
Chinese Kindergarten,1.285751413,103.8359382,,
Little Hands Montessori Kindergarten,1.301528766,103.8290901,,
Little Oaks Montessori Kindergarten,1.31973695,103.8118465,,
Little Raindrops Montessori Pre-School,1.301528766,103.8290901,,
Little Woods Montessori Preschool,1.318880126,103.8384186,,
Maris Stella Kindergarten,1.308859634,103.8083085,,
Modern Montessori Kindergarten,1.311416049,103.9292901,,
Muhammadiyah Kindergarten,1.323034298,103.9154424,,
Mujahidin Mosque Kindergarten,1.298130579,103.800952,,
Agape Montessori House Kindergarten,1.378379636,103.8321834,,
Al - Iman Mosque Kindergarten,1.378140883,103.7727329,,
Al - Istiqamah Mosque Kindergarten,1.369201696,103.8756266,,
Bedok Lutheran Church Kindergarten,1.321138118,103.9381063,,
Elim Kindergarten,1.323894125,103.8642492,,
Far Eastern Kindergarten,1.315944911,103.8379502,,
Glory Kindergarten,1.338288641,103.7754791,,
Admiralty Park,1.4484105,103.7789861,,
Ang Mo Kio Town Garden East,1.3707346,103.8502485,,
Ang Mo Kio Town Garden West,1.3743688,103.8434332,,
Bedok Town Park,1.3354072,103.9256192,,
Bishan-Ang Mo Kio Park,1.3634088,103.8435614,,
Bukit Batok Nature Park,1.3485421,103.7641994,,
Bukit Batok Town Park,1.3567559,103.7536228,,
Bukit Timah Nature Reserve,1.3540562,103.7769454,,
Central Catchment Nature Reserve,1.3551526,103.7972022,,
Changi Beach Park,1.3909433,103.9920554,,
Chek Jawa,1.4087305,103.9910305,,
Chinese Garden Singapore,1.3385396,103.7303578,,
Choa Chu Kang Park,1.386865,103.7472637,,
Clementi Woods Park,1.3016586,103.7667196,,
Coney Island Park Singapore,1.4092951,103.9216496,,
Dairy Farm Nature Park,1.3618794,103.7753145,,
Dhoby Ghaut Green,1.2985111,103.8459649,,
East Coast Park,1.3007842,103.9121866,,
Esplanade Park Singapore,1.289901,103.8538653,,
Fort Canning Park,1.2945118,103.8458004,,
Gardens by the Bay,1.2815683,103.8636132,,
Hindede Nature Park,1.3489085,103.775735,,
Hong Lim Park,1.2865211,103.8465804,,
HortPark Singapore,1.2787362,103.8018322,,
Istana Park,1.2992392,103.8438178,,
Japanese Cemetery Park,1.36535,103.876795,,
Japanese Garden Singapore,1.3352778,103.7311111,,
Jurong Central Park,1.3381428,103.7078091,,
Kallang Riverside Park,1.3070353,103.8682849,,
Kent Ridge Park,1.2838852,103.7912945,,
Ketam Mountain Bike Park,1.4114816,103.9477547,,
Kranji Marshes,1.419696,103.7301122,,
Kranji Reservoir Park,1.4397126,103.7377931,,
Labrador Nature Reserve,1.2659383,103.8033226,,
Labrador Park,1.2659383,103.8033226,,
Lower Seletar Reservoir Park,1.4105647,103.8334004,,
MacRitchie Reservoir Park,1.3447621,103.8223506,,
Marsiling Park,1.4381215,103.7705687,,
"Mount Emily Park, Singapore",1.304574,103.8473498,,
Mount Faber Park,1.2737864,103.8174964,,
National Orchid Garden,1.3116834,103.8149013,,
One-north Park,1.3028391,103.7905769,,
Pasir Ris Park,1.3733023,103.9523953,,
Pasir Ris Town Park,1.3733023,103.9523953,,
Pearl's Hill City Park Singapore,1.2847052,103.8399242,,
Pulau Ubin,1.4125659,103.9577334,,
Punggol Park,1.3771936,103.8977243,,
Punggol Point Park,1.421153,103.910842,,
Punggol Waterway Park,1.4111243,103.9046565,,
Raffles Place Park,1.2841836,103.8515103,,
Sembawang Park,1.4603822,103.8363201,,
Sengkang Riverside Park,1.3982,103.8838833,,
Sengkang Sculpture Park,1.3949319,103.8968181,,
Singapore Botanic Gardens,1.3138397,103.8159136,,
Sisters' Island Marine Park Singapore,1.2146211,103.8350308,,
Sun Plaza Park,1.3590867,103.944574,,
Sungei Buloh Wetland Reserve,1.4479987,103.7245442,,
Tampines Eco Green,1.3645924,103.9477547,,
Tanjong Pagar Park,1.2765352,103.8467289,,
Telok Blangah Hill Park,1.2788234,103.8106681,,
The Southern Ridges,1.2801012,103.8029949,,
Tiong Bahru Park,1.2873698,103.8246836,,
Toa Payoh Town Park,1.3307585,103.8471983,,
Upper Peirce Reservoir Park,1.3746589,103.8112464,,
Upper Seletar Reservoir,1.3988664,103.7959574,,
War Memorial Park Singapore,1.2928957,103.8546778,,
Waterboat House Garden,1.2873153,103.8534218,,
West Coast Park,1.2913603,103.7666534,,
Woodlands Town Garden,1.4381215,103.7705687,,
Woodlands Waterfront Park,1.4530016,103.7802692,,
Yishun Neighbourhood Park,1.4379197,103.8353583,,
Yishun Park,1.4243078,103.8442505,,
Yishun Pond Park,1.4279278,103.8399388,,
Youth Olympic Park,1.2890148,103.860417,,
Zhenghua Park,1.3749846,103.7766208,,
Ang Mo Kio Polyclinic,1.3743816,103.8457668,,
Bedok Polyclinic,1.3269794,103.9318285,,
Bukit Batok Polyclinic,1.351972,103.7479241,,
Bukit Merah Polyclinic,1.283625,103.8173827,,
Choa Chu Kang Polyclinic,1.38236,103.7508299,,
Clementi Polyclinic,1.3128033,103.7657387,,
Geylang Polyclinic,1.3194761,103.887157,,
Hougang Polyclinic,1.3697824,103.8889986,,
Jurong Polyclinic,1.3497921,103.730619,,
Marine Parade Polyclinic,1.3025525,103.9078332,,
Outram Polyclinic,1.2796882,103.8382459,,
Pasir Ris Polyclinic,1.3684543,103.9594183,,
Queenstown Polyclinic,1.298412,103.8010485,,
Sengkang Polyclinic,1.3927635,103.8940278,,
Tampines Polyclinic,1.3574164,103.9459161,,
Toa Payoh Polyclinic,1.3345499,103.858986,,
Toa Payoh Polyclinic,1.3345499,103.858986,,
Woodlands Polyclinic,1.4308926,103.7752374,,
Yishun Polyclinic,1.4303842,103.8390594,,
NANYANG GIRLS' HIGH SCHOOL,1.331,103.8026,,
RAFFLES GIRLS' SCHOOL (SECONDARY),1.3124,103.8291,,
RAFFLES INSTITUTION,1.345712,103.8436823,,
HWA CHONG INSTITUTION,1.3264,103.8069,,
METHODIST GIRLS' SCHOOL (SECONDARY),1.3336,103.7828,,
CHIJ ST. NICHOLAS GIRLS' SCHOOL,1.3752,103.8344,,
DUNMAN HIGH SCHOOL,1.2981,103.8829,,
ANGLO-CHINESE SCHOOL (INDEPENDENT),1.3016,103.7805,,
NATIONAL JUNIOR COLLEGE,1.3297,103.8053,,
CEDAR GIRLS' SECONDARY SCHOOL,1.3347,103.875,,
ST. JOSEPH'S INSTITUTION,1.3238,103.8293,,
CATHOLIC HIGH SCHOOL,1.3556,103.8451,,
SINGAPORE CHINESE GIRLS' SCHOOL,1.3207,103.8269,,
VICTORIA SCHOOL,1.3085,103.9261,,
RIVER VALLEY HIGH SCHOOL,1.3449,103.7085,,
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),1.3513,103.8849,,
TEMASEK JUNIOR COLLEGE,1.3193,103.9349,,
ST. ANDREW'S SECONDARY SCHOOL,1.3317,103.8659,,
ANDERSON SECONDARY SCHOOL,1.3747,103.8509,,
BUKIT PANJANG GOVT. HIGH SCHOOL,1.3817,103.7394,,
CHIJ SECONDARY (TOA PAYOH),1.3317,103.8425,,
NAN HUA HIGH SCHOOL,1.3079,103.7699,,
ANGLO-CHINESE SCHOOL (BARKER ROAD),1.3196,103.8362,,
CRESCENT GIRLS' SCHOOL,1.2941,103.816,,
FAIRFIELD METHODIST SCHOOL (SECONDARY),1.3008,103.7842,,
NAN CHIAU HIGH SCHOOL,1.3897,103.8892,,
CHUNG CHENG HIGH SCHOOL (MAIN),1.3045,103.8908,,
ST. MARGARET'S SECONDARY SCHOOL,1.3196,103.8103,,
SWISS COTTAGE SECONDARY SCHOOL,1.3638,103.7507,,
ANGLICAN HIGH SCHOOL,1.3306,103.9422,,
CHUNG CHENG HIGH SCHOOL (YISHUN),1.4193,103.8382,,
COMMONWEALTH SECONDARY SCHOOL,1.3186,103.7454,,
NGEE ANN SECONDARY SCHOOL,1.3538,103.9567,,
MARIS STELLA HIGH SCHOOL,1.3401,103.8781,,
YISHUN TOWN SECONDARY SCHOOL,1.4321,103.8375,,
CHIJ ST. THERESA'S CONVENT,1.2763,103.823,,
XINMIN SECONDARY SCHOOL,1.372,103.8838,,
FUHUA SECONDARY SCHOOL,1.3474,103.7261,,
ST. PATRICK'S SCHOOL,1.3099,103.9171,,
TANJONG KATONG SECONDARY SCHOOL,1.308,103.8983,,
ZHONGHUA SECONDARY SCHOOL,1.3495,103.8689,,
CHIJ ST. JOSEPH'S CONVENT,1.3911,103.9022,,
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,1.3498,103.8538,,
PRESBYTERIAN HIGH SCHOOL,1.3814,103.8432,,
RIVERSIDE SECONDARY SCHOOL,1.4405,103.7881,,
TEMASEK SECONDARY SCHOOL,1.3168,103.9472,,
CLEMENTI TOWN SECONDARY SCHOOL,1.3161,103.7614,,
DUNMAN SECONDARY SCHOOL,1.3629,103.9563,,
HOLY INNOCENTS' HIGH SCHOOL,1.3723,103.896,,
TANJONG KATONG GIRLS' SCHOOL,1.3219,103.9275,,
KRANJI SECONDARY SCHOOL,1.3801,103.7575,,
ST. HILDA'S SECONDARY SCHOOL,1.3503,103.9361,,
ANG MO KIO SECONDARY SCHOOL,1.3674,103.8431,,
BOWEN SECONDARY SCHOOL,1.3714,103.8779,,
